@relation adult-modded

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {>50K,<=50K}

@data
42,Private,154374,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,58,<=50K
37,Private,233322,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
42,Private,251239,5,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,<=50K
29,Private,147889,12,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,<=50K
50,Local-gov,282701,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,48,>50K
49,Private,171301,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,<=50K
39,Private,75995,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,<=50K
26,Private,206600,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
22,Private,161638,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,<=50K
63,Private,133144,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,<=50K
52,Private,247806,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,>50K
19,?,116834,10,Never-married,?,Own-child,White,Female,0,0,25,<=50K
54,Private,425804,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,>50K
25,Private,177625,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,<=50K
35,Private,376455,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,>50K
33,Self-emp-not-inc,281030,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,94,<=50K
57,Private,201159,12,Widowed,Adm-clerical,Other-relative,White,Female,0,0,40,<=50K
63,?,205110,6,Widowed,?,Not-in-family,Black,Male,0,0,40,<=50K
35,Private,119098,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,>50K
76,Private,201240,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,<=50K
17,Private,41865,6,Never-married,Other-service,Own-child,White,Female,0,0,25,<=50K
24,Local-gov,32950,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,<=50K
29,Local-gov,181434,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,>50K
65,Private,225580,9,Divorced,Sales,Not-in-family,White,Female,0,0,20,<=50K
18,Private,194561,10,Never-married,Other-service,Own-child,White,Male,0,0,12,<=50K
29,Private,88432,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
50,Private,176609,10,Divorced,Other-service,Not-in-family,White,Male,0,0,45,<=50K
55,Self-emp-inc,209569,9,Divorced,Sales,Unmarried,White,Female,0,0,50,>50K
38,Private,146091,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,99999,0,36,>50K
30,Private,154120,13,Never-married,Sales,Not-in-family,White,Male,0,0,65,<=50K
51,Private,163921,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,>50K
38,Self-emp-not-inc,233033,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K
49,Self-emp-inc,318280,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,>50K
59,Private,75867,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,<=50K
38,State-gov,321943,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
60,Self-emp-not-inc,92845,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,<=50K
39,Private,56269,10,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,<=50K
25,State-gov,108542,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K
59,Local-gov,62020,9,Widowed,Craft-repair,Not-in-family,Black,Male,0,0,40,<=50K
42,Self-emp-not-inc,114580,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,70,<=50K
61,Private,228287,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
37,Private,151835,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
42,Private,303725,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,<=50K
59,Private,176011,10,Separated,Adm-clerical,Unmarried,White,Male,0,0,40,<=50K
41,Federal-gov,106982,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,>50K
40,Private,111483,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,>50K
41,Private,110732,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,<=50K
59,?,291856,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,<=50K
41,Private,648223,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,40,<=50K
29,Private,211299,11,Never-married,Sales,Not-in-family,Black,Male,0,0,45,<=50K
67,?,125926,10,Married-civ-spouse,?,Husband,White,Male,0,0,8,<=50K
54,Private,91882,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,<=50K
38,Private,40955,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
35,Private,180647,10,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,<=50K
26,Local-gov,265230,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,<=50K
52,State-gov,349795,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K
48,Self-emp-not-inc,121424,13,Separated,Tech-support,Not-in-family,White,Male,0,0,50,<=50K
38,Private,450924,8,Married-civ-spouse,Other-service,Husband,White,Male,3942,0,40,<=50K
48,?,175653,12,Divorced,?,Not-in-family,White,Female,14084,0,40,>50K
38,Private,208358,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
41,Local-gov,133692,13,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,<=50K
20,State-gov,161978,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,<=50K
37,Private,248919,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,66,<=50K
44,Private,421449,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
35,Private,241998,9,Never-married,Sales,Not-in-family,White,Male,4787,0,40,>50K
35,Private,267891,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,38,<=50K
34,Private,136997,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,<=50K
34,Private,289228,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,45,>50K
40,Private,242619,13,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,<=50K
45,Self-emp-not-inc,183710,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,<=50K
66,Private,146810,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,24,<=50K
58,Private,180779,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K
36,Private,184655,6,Divorced,Transport-moving,Unmarried,White,Male,0,0,48,<=50K
27,Private,176972,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
22,Private,215395,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,37,<=50K
26,Private,160300,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,<=50K
43,Private,72338,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,>50K
42,Private,121055,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,<=50K
40,Private,190290,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,<=50K
48,Private,109421,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,<=50K
35,Private,407913,9,Separated,Other-service,Not-in-family,Black,Male,0,0,40,<=50K
53,Private,149784,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
39,Private,293291,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,>50K
21,Private,159879,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,<=50K
40,Local-gov,208875,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,<=50K
62,?,72486,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,24,<=50K
24,Private,213427,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,<=50K
38,Local-gov,30509,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,55,<=50K
37,Self-emp-not-inc,188774,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,55,>50K
24,Private,174461,12,Divorced,Other-service,Not-in-family,White,Female,0,0,22,<=50K
62,Private,134779,10,Divorced,Prof-specialty,Not-in-family,White,Female,4650,0,40,<=50K
43,Private,176138,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,<=50K
41,State-gov,116520,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
57,Private,278763,11,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,47,<=50K
42,Local-gov,96524,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,>50K
29,Private,132675,7,Separated,Other-service,Own-child,Black,Female,0,0,40,<=50K
53,Private,196328,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,<=50K
51,Self-emp-inc,100029,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,>50K
57,Private,121821,2,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,<=50K
37,Private,118358,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
27,Private,217200,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,<=50K
24,Private,329852,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,<=50K
54,Self-emp-not-inc,260833,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,>50K
52,Private,247806,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,>50K
52,Private,160703,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,>50K
27,Local-gov,74056,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,<=50K
27,Local-gov,34254,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K
52,Self-emp-not-inc,217210,9,Widowed,Other-service,Other-relative,Black,Female,0,0,40,<=50K
24,Private,87546,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
30,Private,195488,9,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,<=50K
45,Private,233511,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,>50K
29,Private,433624,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
65,?,293385,1,Married-civ-spouse,?,Husband,Black,Male,0,0,30,<=50K
35,Private,169672,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,<=50K
58,Federal-gov,319733,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,<=50K
52,Private,108435,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,>50K
34,Private,849857,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
37,Private,21798,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,>50K
40,Private,117523,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,<=50K
50,Private,155433,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,<=50K
60,Private,177665,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,<=50K
54,Private,99185,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
60,Federal-gov,54701,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
37,Local-gov,365430,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,>50K
41,Self-emp-not-inc,203451,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,15,<=50K
19,?,140590,8,Never-married,?,Own-child,Black,Male,0,0,30,<=50K
17,?,161259,6,Never-married,?,Other-relative,White,Male,0,0,12,<=50K
42,Private,76280,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,<=50K
29,Local-gov,289991,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,<=50K
46,Private,149161,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,<=50K
38,Private,158363,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
48,Private,62605,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,<=50K
21,Private,122322,10,Never-married,Other-service,Own-child,White,Female,0,0,60,<=50K
23,Private,526164,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,<=50K
35,Private,22463,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
90,Private,313986,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
22,Local-gov,177475,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K
61,Private,260062,6,Never-married,Other-service,Own-child,White,Female,4416,0,38,<=50K
29,Federal-gov,244473,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,>50K
53,Local-gov,233722,12,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,<=50K
22,Private,106843,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,30,<=50K
34,Private,79637,13,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,40,<=50K
32,Private,198068,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
34,Self-emp-not-inc,201292,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,<=50K
51,Self-emp-not-inc,165001,14,Divorced,Exec-managerial,Unmarried,White,Male,25236,0,50,>50K
28,Local-gov,312372,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,<=50K
30,Local-gov,99761,11,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,<=50K
58,Private,152874,10,Widowed,Other-service,Not-in-family,Black,Female,0,0,40,<=50K
40,Private,192344,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,>50K
46,Private,332884,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,65,>50K
42,Local-gov,247082,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,50,>50K
26,Private,115717,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,40,<=50K
64,Local-gov,244903,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,>50K
22,Private,99697,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,<=50K
22,Private,216867,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,<=50K
23,Private,87867,9,Never-married,Sales,Own-child,White,Male,0,0,35,<=50K
55,Private,190514,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,75,<=50K
31,Private,59083,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
81,Self-emp-not-inc,136063,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,<=50K
44,Private,13769,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,>50K
44,State-gov,691903,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,>50K
38,Private,162551,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,35,<=50K
44,Private,151985,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,24,>50K
26,Private,395206,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,<=50K
35,Private,167735,7,Never-married,Craft-repair,Own-child,White,Male,6849,0,40,<=50K
43,Private,307767,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
36,Private,126896,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,35,<=50K
46,Self-emp-not-inc,131091,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,>50K
25,Private,122999,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,<=50K
40,Private,179508,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,<=50K
33,Private,175856,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,<=50K
43,Private,137722,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
47,Private,228583,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
34,Private,253438,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,>50K
31,Private,91666,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,<=50K
35,?,273558,10,Never-married,?,Not-in-family,Black,Male,0,0,30,<=50K
38,State-gov,354591,9,Never-married,Other-service,Unmarried,Black,Female,114,0,38,<=50K
27,Self-emp-not-inc,37302,12,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,70,>50K
35,Private,134922,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,50,<=50K
24,Private,174461,12,Divorced,Other-service,Not-in-family,White,Female,0,0,22,<=50K
53,Self-emp-inc,200400,16,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,>50K
59,Private,46466,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,>50K
64,Private,133166,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,5,<=50K
34,Private,172928,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,<=50K
64,?,187656,2,Divorced,?,Not-in-family,White,Male,0,0,40,<=50K
31,?,251167,9,Married-civ-spouse,?,Wife,White,Female,0,0,30,<=50K
51,Private,222615,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K
31,Private,105479,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,>50K
41,Private,266530,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,45,<=50K
47,Private,99911,8,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,55,<=50K
33,Private,111567,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,45,>50K
38,State-gov,103925,9,Divorced,Other-service,Unmarried,White,Female,2036,0,20,<=50K
21,Private,67804,5,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,20,<=50K
44,Self-emp-inc,248476,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,>50K
52,Private,123011,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,>50K
50,Private,175029,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
65,?,192825,4,Married-civ-spouse,?,Husband,White,Male,0,0,25,<=50K
22,Private,228254,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,37,<=50K
28,Private,269786,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,50,<=50K
48,Private,55720,10,Married-civ-spouse,Transport-moving,Husband,White,Male,2407,0,40,<=50K
69,Private,361561,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,<=50K
28,Private,369114,9,Separated,Sales,Other-relative,White,Female,0,0,40,<=50K
48,Private,187505,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,>50K
36,Private,272944,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,>50K
56,Private,53366,4,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,<=50K
37,Private,258289,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
55,Private,142020,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,<=50K
30,Private,169269,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,1721,38,<=50K
50,Self-emp-not-inc,187830,13,Divorced,Craft-repair,Not-in-family,White,Male,27828,0,16,>50K
22,Private,148431,9,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,40,<=50K
64,?,193043,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,<=50K
22,State-gov,160369,10,Never-married,Other-service,Own-child,Black,Male,0,0,20,<=50K
40,Private,175674,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,>50K
19,Private,355313,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,<=50K
30,Private,86808,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,<=50K
21,?,120998,10,Never-married,?,Own-child,White,Male,0,0,40,<=50K
31,State-gov,78291,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K
33,Private,259931,7,Separated,Machine-op-inspct,Other-relative,White,Male,0,0,30,<=50K
25,Private,214303,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,<=50K
42,Private,185145,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,57,<=50K
32,Private,86723,9,Never-married,Other-service,Not-in-family,White,Male,0,0,52,<=50K
28,Self-emp-not-inc,236471,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
44,Self-emp-not-inc,53956,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,<=50K
51,Private,122159,10,Widowed,Prof-specialty,Not-in-family,White,Female,3325,0,40,<=50K
60,Private,132529,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
25,Private,124483,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,50,<=50K
17,Private,184025,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,<=50K
29,Private,193932,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,<=50K
43,Self-emp-inc,504423,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,>50K
42,?,204817,5,Never-married,?,Own-child,Black,Male,0,0,35,<=50K
23,Private,41763,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,<=50K
51,Private,189551,9,Divorced,Craft-repair,Own-child,Black,Male,0,0,40,<=50K
60,Private,239576,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,<=50K
22,Self-emp-not-inc,123440,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,<=50K
24,Private,228649,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,<=50K
25,Private,397962,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,<=50K
22,Private,170302,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,1974,45,<=50K
25,Private,307643,12,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45,>50K
19,Private,198668,4,Never-married,Other-service,Not-in-family,White,Female,0,0,40,<=50K
48,Private,62605,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,<=50K
34,Private,42900,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
49,Self-emp-inc,101722,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,>50K
50,Private,126592,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,<=50K
37,Self-emp-not-inc,154641,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,2105,0,50,<=50K
48,Private,25468,14,Divorced,Exec-managerial,Not-in-family,White,Male,99999,0,50,>50K
36,Private,149419,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,55,<=50K
64,Self-emp-not-inc,234192,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,<=50K
25,Private,251854,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,<=50K
31,Private,222654,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
35,Private,247750,9,Widowed,Other-service,Unmarried,Black,Male,0,0,40,<=50K
32,Private,84179,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,45,<=50K
23,Private,209955,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
23,Private,70894,12,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,<=50K
30,Private,307353,9,Never-married,Other-service,Unmarried,Black,Female,0,0,35,<=50K
43,Self-emp-inc,320984,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,<=50K
58,?,228614,4,Married-civ-spouse,?,Husband,Black,Male,0,0,35,<=50K
35,Private,226789,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,<=50K
39,Private,347814,12,Never-married,Other-service,Own-child,White,Female,0,0,56,<=50K
27,Private,213152,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,<=50K
24,Private,236696,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,<=50K
21,Private,112906,11,Never-married,Other-service,Own-child,White,Female,0,0,44,<=50K
47,Private,60267,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,>50K
46,State-gov,298786,10,Never-married,Other-service,Own-child,Black,Female,0,0,40,<=50K
41,Federal-gov,19914,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,>50K
53,Private,126592,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,>50K
59,Federal-gov,115389,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,<=50K
45,Self-emp-inc,170871,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,>50K
29,Private,57596,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
31,Private,123983,10,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,40,<=50K
28,Private,39232,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,<=50K
21,Private,98678,10,Never-married,Other-service,Own-child,White,Male,0,0,15,<=50K
24,?,175069,13,Never-married,?,Not-in-family,White,Male,0,0,50,<=50K
50,Self-emp-inc,175339,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,60,<=50K
30,Private,155343,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,<=50K
31,Self-emp-not-inc,213643,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1590,60,<=50K
20,Private,289982,9,Never-married,Sales,Own-child,White,Female,0,0,10,<=50K
31,Private,398988,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,<=50K
28,Private,429507,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,<=50K
31,Private,163003,12,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,40,<=50K
51,Private,172046,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,>50K
61,Local-gov,28375,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,70,<=50K
67,Private,72776,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,10566,0,15,<=50K
29,Private,159109,7,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,<=50K
37,Private,248919,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,66,<=50K
51,Self-emp-not-inc,156802,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3103,0,60,>50K
79,Private,124744,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,20,<=50K
