@relation adult-modded-weka.filters.supervised.instance.Resample-B0.0-S1-Z10.0

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {>50K,<=50K}

@data
18,Private,203301,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,<=50K
18,Private,31008,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,<=50K
49,Private,196360,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,>50K
48,Private,30289,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,<=50K
21,Private,60668,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,50,<=50K
21,Private,202214,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,<=50K
47,Private,54260,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,60,>50K
25,Private,308144,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
19,Private,184710,10,Never-married,Tech-support,Own-child,White,Male,0,0,30,<=50K
53,Private,157947,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
19,Private,167140,10,Never-married,Other-service,Own-child,White,Male,0,1602,24,<=50K
51,Private,165614,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,>50K
42,Self-emp-not-inc,200574,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,<=50K
33,Private,181824,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,20,<=50K
62,Local-gov,197218,9,Widowed,Other-service,Not-in-family,White,Female,0,0,18,<=50K
53,Private,157059,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,<=50K
54,Private,35557,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,>50K
32,Private,426431,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,<=50K
47,Local-gov,216657,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,>50K
33,Private,125761,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,36,<=50K
30,Private,248588,8,Divorced,Other-service,Not-in-family,White,Female,0,0,40,<=50K
57,Private,278763,11,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,47,<=50K
56,Private,182142,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
48,Private,168262,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,>50K
24,Private,215243,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,<=50K
36,Private,177907,13,Never-married,Other-service,Not-in-family,White,Male,2176,0,20,<=50K
32,Local-gov,287229,10,Divorced,Other-service,Not-in-family,White,Female,0,0,30,<=50K
67,Self-emp-not-inc,431426,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,<=50K
59,Federal-gov,176317,6,Divorced,Other-service,Not-in-family,White,Female,0,0,37,<=50K
26,Local-gov,208122,13,Never-married,Prof-specialty,Own-child,White,Male,1055,0,40,<=50K
38,Private,183279,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,<=50K
51,Private,163921,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,>50K
41,Private,198196,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,>50K
26,State-gov,208117,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,38,<=50K
32,Self-emp-not-inc,114419,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
26,Local-gov,265230,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,<=50K
27,Private,147340,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,>50K
18,?,28357,10,Never-married,?,Own-child,White,Female,0,0,20,<=50K
27,Private,588905,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
35,Private,209214,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,35,>50K
51,Self-emp-not-inc,156802,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3103,0,60,>50K
38,Private,450924,8,Married-civ-spouse,Other-service,Husband,White,Male,3942,0,40,<=50K
58,Private,220789,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,<=50K
31,Private,128220,4,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,<=50K
70,?,308689,3,Married-civ-spouse,?,Husband,Black,Male,0,0,40,<=50K
42,Private,444134,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
65,Self-emp-not-inc,132340,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,<=50K
19,Private,414871,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
24,Private,116788,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
35,Private,302604,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,>50K
39,Private,176296,12,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,60,<=50K
46,Private,172581,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,>50K
33,Private,226267,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
38,Self-emp-not-inc,179824,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,<=50K
44,Self-emp-inc,181762,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,<=50K
37,Private,118358,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
29,Local-gov,218650,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
52,Private,110954,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,>50K
50,Private,287927,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,16,<=50K
43,Private,137722,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
17,Private,206010,8,Never-married,Other-service,Own-child,White,Female,0,0,8,<=50K
32,Private,39223,6,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,<=50K
48,Private,99127,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
23,Private,268525,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,<=50K
32,Self-emp-not-inc,114419,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
30,State-gov,112139,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K
56,Private,133876,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
29,State-gov,188986,11,Never-married,Tech-support,Not-in-family,White,Female,0,1590,64,<=50K
61,Private,167840,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2002,38,<=50K
49,State-gov,391585,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,>50K
40,Local-gov,290660,12,Divorced,Exec-managerial,Not-in-family,White,Male,8614,0,50,>50K
47,Local-gov,109705,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,<=50K
37,Private,468713,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
44,Self-emp-not-inc,38122,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,<=50K
43,Private,104660,14,Widowed,Exec-managerial,Unmarried,White,Male,4934,0,40,>50K
39,Private,315291,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,<=50K
21,Private,199419,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
50,Private,313546,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,<=50K
44,?,190205,4,Married-civ-spouse,?,Husband,White,Male,0,0,25,<=50K
38,Private,111128,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
27,Private,62082,13,Never-married,Sales,Own-child,Other,Male,0,0,38,<=50K
34,Private,159589,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,40,<=50K
46,?,177305,11,Married-civ-spouse,?,Wife,Black,Female,0,0,35,>50K
22,?,148409,10,Never-married,?,Own-child,White,Male,0,1721,40,<=50K
17,Private,132859,6,Never-married,Other-service,Other-relative,White,Male,0,0,35,<=50K
50,Private,175029,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
32,Private,273241,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,>50K
33,Private,228931,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,>50K
30,Private,149427,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,<=50K
30,Private,209432,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
34,Self-emp-inc,154120,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,55,<=50K
47,Private,170850,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,<=50K
44,Self-emp-not-inc,179557,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,>50K
53,Private,91911,9,Divorced,Craft-repair,Unmarried,Black,Female,0,0,48,<=50K
42,Self-emp-not-inc,103759,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,<=50K
50,Private,168212,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,65,>50K
35,Private,160120,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,>50K
42,Local-gov,247082,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,50,>50K
43,Private,142682,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,<=50K
32,Private,418617,13,Never-married,Sales,Not-in-family,White,Male,0,0,55,<=50K
24,Private,113515,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,<=50K
18,Private,335665,7,Never-married,Other-service,Other-relative,Black,Female,0,0,24,<=50K
26,Private,37202,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,<=50K
73,Private,33493,9,Widowed,Sales,Not-in-family,White,Female,0,0,3,<=50K
77,Local-gov,177550,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3818,0,14,<=50K
49,Private,31267,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
51,Private,228516,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,45,<=50K
31,Private,117719,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
31,Private,47296,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1740,20,<=50K
70,Self-emp-inc,207938,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,5,<=50K
42,Private,154374,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,58,<=50K
41,Private,120277,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
25,Private,307643,12,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45,>50K
40,State-gov,287008,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K
40,State-gov,391736,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
56,Self-emp-not-inc,258752,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K
33,Private,100882,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,>50K
53,Private,268545,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,<=50K
22,Private,339644,9,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,0,0,40,<=50K
42,Self-emp-not-inc,178780,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
59,Self-emp-inc,36085,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,>50K
29,Without-pay,212588,10,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,65,<=50K
50,Federal-gov,169078,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,40,>50K
46,State-gov,96652,11,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,<=50K
21,?,177144,10,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,0,22,<=50K
35,Private,201328,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,<=50K
36,Private,22245,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K
29,?,108126,5,Separated,?,Own-child,White,Female,0,0,40,<=50K
41,Private,198196,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,>50K
42,Self-emp-not-inc,162758,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,56,>50K
25,Private,307643,12,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45,>50K
66,State-gov,132055,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1825,40,>50K
24,Private,278130,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
23,Private,237811,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,<=50K
47,Local-gov,169699,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
31,Private,329172,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
29,Private,116662,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K
26,Private,62438,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,>50K
21,Private,145964,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,60,>50K
32,Local-gov,267859,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,<=50K
70,Private,118902,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
64,State-gov,223830,5,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,<=50K
31,Private,117963,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,<=50K
49,Federal-gov,115784,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
68,Private,178066,5,Married-civ-spouse,Craft-repair,Husband,White,Male,1797,0,24,<=50K
19,Private,277695,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,<=50K
23,Private,250630,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,<=50K
42,Local-gov,109684,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1741,35,<=50K
42,Self-emp-inc,130126,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,>50K
19,Private,144750,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,18,<=50K
28,Private,375980,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,<=50K
28,Private,115438,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,>50K
64,?,286732,4,Widowed,?,Not-in-family,White,Female,0,0,40,<=50K
30,Private,37646,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
28,Local-gov,194759,10,Never-married,Sales,Not-in-family,White,Male,0,1669,90,<=50K
49,Self-emp-not-inc,173411,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,<=50K
37,Private,117381,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,<=50K
54,Self-emp-not-inc,226497,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K
23,Private,120601,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,<=50K
26,Private,335998,9,Never-married,Sales,Not-in-family,White,Female,0,0,38,<=50K
42,Private,53956,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
33,Private,213887,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,<=50K
62,Private,218009,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,60,>50K
19,Private,201178,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,<=50K
41,Private,317539,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,<=50K
39,Private,172718,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
32,Private,190511,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
38,Private,96185,9,Divorced,Other-service,Unmarried,Black,Female,0,0,32,<=50K
57,Private,220986,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K
30,Private,155343,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,<=50K
32,Private,80945,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K
65,Private,169047,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,10,<=50K
63,Private,151210,4,Divorced,Sales,Not-in-family,White,Female,0,0,40,<=50K
49,Private,165468,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,>50K
36,Private,30267,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,<=50K
32,Private,107142,11,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,50,<=50K
59,?,169611,10,Married-civ-spouse,?,Wife,White,Female,7298,0,12,>50K
27,Private,214858,6,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,55,<=50K
32,Private,164507,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K
50,Self-emp-inc,190333,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,>50K
25,Private,197651,10,Never-married,Tech-support,Own-child,White,Female,0,0,43,<=50K
44,Private,219591,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
35,State-gov,189794,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
43,Private,383670,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,>50K
27,State-gov,28848,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,9,<=50K
32,Private,124420,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,<=50K
22,Private,287988,10,Never-married,Sales,Not-in-family,White,Male,0,0,20,<=50K
29,Private,202182,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
49,Private,84298,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,>50K
23,Private,167692,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,<=50K
52,Private,294991,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
56,Local-gov,203250,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K
21,Private,40767,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K
56,Private,177271,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,>50K
57,Private,212448,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,>50K
75,Self-emp-not-inc,231741,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4931,0,3,<=50K
50,Private,193746,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K
37,State-gov,59200,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,<=50K
66,Self-emp-inc,150726,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,1409,0,1,<=50K
43,Private,142725,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,80,>50K
51,Private,29887,13,Divorced,Tech-support,Not-in-family,White,Male,0,1590,40,<=50K
19,Private,318822,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
28,Private,216178,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
29,Private,485944,13,Never-married,Sales,Own-child,Black,Male,0,0,40,<=50K
30,Private,423770,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,<=50K
25,Private,122489,13,Never-married,Exec-managerial,Own-child,White,Female,0,1726,60,<=50K
38,Private,156728,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K
37,Private,103323,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
32,Private,42485,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,<=50K
30,Private,340899,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,1590,80,<=50K
44,Private,13769,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,>50K
23,Private,210526,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K
41,Private,239296,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,50,>50K
33,Private,213308,11,Separated,Adm-clerical,Own-child,Black,Female,0,0,50,<=50K
60,Private,101096,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,65,>50K
22,Federal-gov,32950,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,37,<=50K
46,Private,238162,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,>50K
25,Private,201579,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
31,Private,42485,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,<=50K
52,Self-emp-inc,210736,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,<=50K
43,Private,88913,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,1055,0,40,<=50K
44,Private,194924,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,>50K
37,Private,89718,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,<=50K
33,Self-emp-inc,348326,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,<=50K
54,?,191659,3,Married-civ-spouse,?,Husband,White,Male,0,0,40,<=50K
22,Private,180449,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,28,<=50K
37,Private,334291,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,<=50K
22,Private,54560,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,<=50K
65,Private,80174,9,Divorced,Exec-managerial,Other-relative,White,Female,1848,0,50,<=50K
30,Private,296897,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,<=50K
35,Private,61518,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,<=50K
30,Self-emp-not-inc,65278,12,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
37,Private,259785,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
23,Private,129583,9,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,16,<=50K
35,Private,107302,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
57,Private,278763,11,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,47,<=50K
53,Private,217568,9,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,<=50K
28,Private,129624,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,<=50K
34,Private,221167,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,>50K
40,Private,373050,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
33,Private,125761,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,36,<=50K
49,Private,140782,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2415,3,>50K
31,Private,256609,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K
29,Private,150861,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
37,Private,111128,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,<=50K
44,Private,228320,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,>50K
40,Private,92717,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,<=50K
20,Private,470875,9,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,32,<=50K
39,Local-gov,166497,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,>50K
66,Local-gov,30740,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,<=50K
45,Private,168195,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,<=50K
35,Self-emp-not-inc,179171,9,Never-married,Sales,Unmarried,Black,Female,0,0,38,<=50K
17,Private,108273,6,Never-married,Sales,Own-child,White,Female,0,0,12,<=50K
42,Private,99254,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,>50K
27,Private,146760,10,Never-married,Other-service,Own-child,Black,Female,0,0,40,<=50K
56,Private,159472,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
59,Federal-gov,115389,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,<=50K
41,Local-gov,133692,13,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,<=50K
37,Private,248919,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,66,<=50K
42,Local-gov,109684,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1741,35,<=50K
43,Local-gov,43998,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,<=50K
19,?,318056,10,Never-married,?,Own-child,White,Female,0,0,40,<=50K
30,Private,488720,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
24,Private,339602,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
50,Self-emp-inc,288630,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
65,Private,115880,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
44,Self-emp-not-inc,86750,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,4508,0,72,<=50K
29,Private,202182,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
23,Private,154641,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
36,Private,448337,9,Separated,Sales,Unmarried,Black,Female,0,0,40,<=50K
22,Self-emp-not-inc,123440,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,<=50K
41,Self-emp-not-inc,111772,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,>50K
45,Private,274869,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
23,Private,181659,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,<=50K
60,Private,123218,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
19,Private,201178,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,<=50K
49,?,228372,10,Married-civ-spouse,?,Husband,White,Male,0,0,20,>50K
41,Private,185057,11,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,<=50K
38,Private,112561,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,>50K
42,Self-emp-inc,1097453,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,>50K
32,Self-emp-not-inc,135304,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3942,0,32,<=50K
44,Self-emp-not-inc,274562,9,Never-married,Craft-repair,Not-in-family,White,Male,14344,0,40,>50K
31,State-gov,78291,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K
41,Private,287306,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,>50K
47,Private,187440,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,>50K
49,Private,39518,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,>50K
